Numero;Sexo;Estado Civil;Edad;Grado Academico;Estado Academico;Provincia;Partido Politico;Genero;Respuesta
988;M;V;44;Secundaria;Completa;Puntarenas;Frente Amplio;Transexual;S
989;F;U;60;Secundaria;Completa;Heredia;Acción Ciudadana;Homosexual;S
990;M;C;46;Primaria;Incompleta;San José;Movimiento Libertario;Metrosexual;S
991;F;C;27;Primaria;Incompleta;Heredia;Liberación Nacional;Metrosexual;N
992;F;U;28;Secundaria;Incompleta;San José;Republicano Social Cristiano;Hetrosexual;N
993;F;V;59;No;Aplica;Guanacaste;Frente Amplio;Hetrosexual;N
994;F;V;31;Universitaria;Incompleta;Cartago;Renovación Costarricense;Transexual;N
995;F;S;22;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Metrosexual;S
996;F;D;21;Secundaria;Completa;Puntarenas;Liberación Nacional;Graysexual;S
997;M;C;61;Primaria;Incompleta;Alajuela;Liberación Nacional;Demisexual;N
998;F;C;20;Primaria;Completa;Limón;Movimiento Libertario;Transexual;S
999;F;D;56;Educación;Técnica;Alajuela;Unidad Social Cristiana;Antrosexual;S
1000;F;D;24;Universitaria;Incompleta;Limón;Movimiento Libertario;Transexual;S
1001;M;S;32;No;Aplica;Cartago;Accesibilidad sin Exclusión;Transexual;N
1002;M;U;24;Secundaria;Completa;Heredia;Renovación Costarricense;Antrosexual;S
1003;M;V;50;Universitaria;Completa;Limón;Accesibilidad sin Exclusión;Asexual;S
1004;F;D;57;Primaria;Incompleta;Guanacaste;Liberación Nacional;Transexual;S
1005;M;U;38;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Homosexual;S
1006;M;V;30;Educación;Técnica;Limón;Unidad Social Cristiana;Bisexual;N
1007;F;V;57;Secundaria;Completa;Heredia;Liberación Nacional;Graysexual;S
1008;F;V;21;Primaria;Completa;Puntarenas;Frente Amplio;Demisexual;N
1009;M;U;46;Universitaria;Completa;Puntarenas;Movimiento Libertario;Bisexual;S
1010;M;V;47;Secundaria;Incompleta;Alajuela;Republicano Social Cristiano;Homosexual;S
1011;M;C;52;Primaria;Completa;San José;Movimiento Libertario;Antrosexual;S
1012;M;V;32;No;Aplica;Limón;Partido Integración Nacional;Pansexual;S
1013;F;S;40;Universitaria;Incompleta;Limón;Unidad Social Cristiana;Transexual;S
1014;F;S;52;Primaria;Completa;Alajuela;Renovación Costarricense;Graysexual;N
1015;M;V;44;Primaria;Incompleta;Cartago;Frente Amplio;Hetrosexual;S
1016;F;U;28;Primaria;Completa;Heredia;Movimiento Libertario;Hetrosexual;N
1017;M;S;47;Universitaria;Completa;Guanacaste;Unidad Social Cristiana;Asexual;S
1018;M;U;30;Secundaria;Incompleta;Limón;Liberación Nacional;Metrosexual;S
1019;F;V;20;Secundaria;Completa;Alajuela;Movimiento Libertario;Hetrosexual;N
1020;M;D;39;Primaria;Completa;Heredia;Movimiento Libertario;Pansexual;S
1021;F;V;29;No;Aplica;Cartago;Accesibilidad sin Exclusión;Metrosexual;S
1022;M;U;41;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Homosexual;S
1023;F;S;57;Primaria;Incompleta;Cartago;Frente Amplio;Metrosexual;S
1024;F;C;43;Secundaria;Incompleta;Puntarenas;Partido Integración Nacional;Hetrosexual;N
1025;M;D;46;Educación;Técnica;Guanacaste;Unidad Social Cristiana;Transexual;S
1026;F;S;60;Primaria;Incompleta;Heredia;Acción Ciudadana;Hetrosexual;S
1027;F;V;40;Universitaria;Incompleta;Alajuela;Movimiento Libertario;Bisexual;N
1028;F;S;21;Universitaria;Completa;San José;Accesibilidad sin Exclusión;Metrosexual;N
1029;M;D;37;Universitaria;Incompleta;Cartago;Partido Integración Nacional;Antrosexual;N
1030;F;U;55;No;Aplica;Cartago;Renovación Costarricense;Metrosexual;N
1031;M;D;63;Educación;Técnica;San José;Republicano Social Cristiano;Hetrosexual;N
1032;M;D;40;No;Aplica;San José;Liberación Nacional;Pansexual;S
1033;F;C;25;Educación;Técnica;Guanacaste;Movimiento Libertario;Asexual;N
1034;M;C;44;Universitaria;Incompleta;Heredia;Acción Ciudadana;Demisexual;N
1035;M;C;45;No;Aplica;Guanacaste;Partido Integración Nacional;Antrosexual;N
1036;F;S;36;Universitaria;Incompleta;Limón;Partido Integración Nacional;Metrosexual;S
1037;F;U;26;No;Aplica;San José;Liberación Nacional;Antrosexual;S
1038;M;V;25;Universitaria;Completa;Guanacaste;Acción Ciudadana;Pansexual;S
1039;F;S;54;Universitaria;Incompleta;Puntarenas;Frente Amplio;Antrosexual;S
1040;M;S;28;Universitaria;Completa;Heredia;Liberación Nacional;Homosexual;S
1041;M;U;25;Secundaria;Completa;Limón;Movimiento Libertario;Metrosexual;S
1042;F;V;54;No;Aplica;Heredia;Accesibilidad sin Exclusión;Demisexual;S
1043;F;U;56;Secundaria;Incompleta;Alajuela;Partido Integración Nacional;Demisexual;S
1044;F;S;59;Secundaria;Completa;San José;Republicano Social Cristiano;Metrosexual;N
1045;F;S;51;Secundaria;Incompleta;Puntarenas;Frente Amplio;Pansexual;N
1046;M;D;56;Primaria;Completa;Guanacaste;Frente Amplio;Homosexual;S
1047;M;V;52;Primaria;Incompleta;Limón;Partido Integración Nacional;Graysexual;S
1048;M;D;64;Secundaria;Completa;Cartago;Unidad Social Cristiana;Pansexual;N
1049;M;D;60;Universitaria;Completa;Guanacaste;Republicano Social Cristiano;Asexual;N
1050;M;S;41;Universitaria;Completa;Puntarenas;Republicano Social Cristiano;Transexual;S
1051;F;C;47;Primaria;Incompleta;Limón;Movimiento Libertario;Graysexual;N
1052;F;V;26;Primaria;Incompleta;Guanacaste;Accesibilidad sin Exclusión;Antrosexual;S
1053;M;U;53;No;Aplica;Puntarenas;Renovación Costarricense;Asexual;S
1054;F;C;32;Educación;Técnica;Puntarenas;Frente Amplio;Demisexual;S
1055;F;S;27;Primaria;Completa;Alajuela;Accesibilidad sin Exclusión;Metrosexual;N
1056;M;D;31;No;Aplica;San José;Movimiento Libertario;Demisexual;S
1057;M;U;35;Primaria;Completa;Heredia;Accesibilidad sin Exclusión;Pansexual;S
1058;M;U;59;Secundaria;Incompleta;Puntarenas;Frente Amplio;Hetrosexual;S
1059;F;S;36;Universitaria;Completa;Limón;Acción Ciudadana;Hetrosexual;S
1060;F;S;52;Primaria;Completa;Heredia;Frente Amplio;Pansexual;S
1061;F;V;23;Educación;Técnica;Puntarenas;Renovación Costarricense;Pansexual;S
1062;F;C;59;Universitaria;Incompleta;San José;Liberación Nacional;Metrosexual;S
1063;M;U;42;Primaria;Incompleta;San José;Republicano Social Cristiano;Homosexual;N
1064;M;C;61;Primaria;Completa;San José;Partido Integración Nacional;Bisexual;S
1065;M;C;59;Primaria;Incompleta;Limón;Partido Integración Nacional;Demisexual;S
1066;F;V;18;Universitaria;Incompleta;San José;Acción Ciudadana;Hetrosexual;S
1067;F;C;50;Secundaria;Completa;Heredia;Renovación Costarricense;Bisexual;S
1068;M;D;20;Primaria;Completa;Puntarenas;Partido Integración Nacional;Antrosexual;S
1069;M;U;59;No;Aplica;San José;Unidad Social Cristiana;Metrosexual;S
1070;M;D;24;Universitaria;Incompleta;Limón;Acción Ciudadana;Bisexual;S
1071;M;C;53;Primaria;Completa;San José;Acción Ciudadana;Bisexual;N
1072;F;U;21;Universitaria;Incompleta;Guanacaste;Movimiento Libertario;Antrosexual;N
1073;F;D;39;Educación;Técnica;Cartago;Movimiento Libertario;Pansexual;S
1074;M;C;18;Universitaria;Incompleta;Alajuela;Accesibilidad sin Exclusión;Demisexual;S
1075;F;D;43;Universitaria;Incompleta;Guanacaste;Republicano Social Cristiano;Hetrosexual;S
1076;M;U;34;Secundaria;Incompleta;Puntarenas;Movimiento Libertario;Asexual;S
1077;M;D;19;Educación;Técnica;Cartago;Movimiento Libertario;Demisexual;N
1078;M;C;58;Secundaria;Incompleta;Limón;Republicano Social Cristiano;Asexual;N
1079;M;C;51;Educación;Técnica;San José;Partido Integración Nacional;Metrosexual;N
1080;F;D;61;Universitaria;Completa;Puntarenas;Frente Amplio;Graysexual;N
1081;F;U;27;Secundaria;Incompleta;Limón;Republicano Social Cristiano;Antrosexual;S
1082;M;S;32;Secundaria;Completa;Alajuela;Liberación Nacional;Homosexual;N
1083;F;V;30;Universitaria;Incompleta;Limón;Frente Amplio;Demisexual;S
1084;F;U;24;Universitaria;Completa;Guanacaste;Acción Ciudadana;Pansexual;S
1085;F;C;48;Primaria;Incompleta;Heredia;Movimiento Libertario;Hetrosexual;N
1086;F;D;42;Universitaria;Completa;San José;Accesibilidad sin Exclusión;Metrosexual;S
1087;M;C;31;Secundaria;Completa;Limón;Unidad Social Cristiana;Metrosexual;S
1088;F;C;63;Universitaria;Incompleta;Puntarenas;Movimiento Libertario;Graysexual;S
1089;M;V;33;Primaria;Completa;Puntarenas;Liberación Nacional;Antrosexual;N
1090;F;S;57;Universitaria;Completa;Alajuela;Frente Amplio;Hetrosexual;S
1091;M;S;45;Educación;Técnica;Guanacaste;Frente Amplio;Asexual;N
1092;F;U;43;No;Aplica;San José;Frente Amplio;Hetrosexual;S
1093;M;S;64;Secundaria;Completa;Limón;Accesibilidad sin Exclusión;Metrosexual;S
1094;F;U;56;Secundaria;Completa;Heredia;Partido Integración Nacional;Hetrosexual;N
1095;F;S;21;Secundaria;Incompleta;San José;Accesibilidad sin Exclusión;Asexual;N
1096;M;S;39;Universitaria;Incompleta;Limón;Renovación Costarricense;Demisexual;S
1097;M;C;51;Primaria;Completa;Alajuela;Acción Ciudadana;Demisexual;N
1098;F;D;35;Secundaria;Completa;Heredia;Unidad Social Cristiana;Pansexual;S
1099;F;D;59;Primaria;Incompleta;Cartago;Unidad Social Cristiana;Transexual;S
1100;M;U;30;Primaria;Completa;Guanacaste;Unidad Social Cristiana;Hetrosexual;N
1101;F;D;46;Primaria;Completa;Heredia;Accesibilidad sin Exclusión;Homosexual;S
1102;M;S;19;Secundaria;Completa;Cartago;Frente Amplio;Hetrosexual;S
1103;F;V;31;Secundaria;Completa;Puntarenas;Partido Integración Nacional;Demisexual;N
1104;M;D;26;Primaria;Completa;Guanacaste;Renovación Costarricense;Hetrosexual;N
1105;F;S;40;Secundaria;Incompleta;San José;Acción Ciudadana;Demisexual;N
1106;M;V;50;Primaria;Completa;San José;Unidad Social Cristiana;Hetrosexual;S
1107;M;C;35;Secundaria;Completa;Cartago;Republicano Social Cristiano;Transexual;N
1108;M;D;39;No;Aplica;San José;Republicano Social Cristiano;Demisexual;S
1109;M;V;57;Secundaria;Completa;Cartago;Renovación Costarricense;Antrosexual;S
1110;F;V;29;No;Aplica;Heredia;Movimiento Libertario;Pansexual;S
1111;F;V;47;No;Aplica;San José;Partido Integración Nacional;Metrosexual;N
1112;F;V;34;Primaria;Incompleta;Puntarenas;Acción Ciudadana;Pansexual;N
1113;M;S;31;No;Aplica;San José;Movimiento Libertario;Asexual;S
1114;F;S;22;Primaria;Completa;San José;Renovación Costarricense;Metrosexual;N
1115;F;S;36;Secundaria;Completa;Limón;Republicano Social Cristiano;Transexual;N
1116;F;S;32;No;Aplica;Guanacaste;Movimiento Libertario;Homosexual;N
1117;M;C;25;Universitaria;Completa;Cartago;Liberación Nacional;Asexual;N
1118;M;U;22;Universitaria;Completa;Cartago;Movimiento Libertario;Graysexual;N
1119;F;C;31;Educación;Técnica;Heredia;Unidad Social Cristiana;Asexual;S
1120;M;S;40;No;Aplica;Cartago;Renovación Costarricense;Homosexual;S
1121;F;S;56;Educación;Técnica;San José;Acción Ciudadana;Demisexual;N
1122;M;D;40;Educación;Técnica;Cartago;Acción Ciudadana;Bisexual;S
1123;F;C;45;No;Aplica;Limón;Acción Ciudadana;Hetrosexual;N
1124;M;V;56;Primaria;Incompleta;Limón;Republicano Social Cristiano;Bisexual;S
1125;M;C;25;Universitaria;Completa;Alajuela;Accesibilidad sin Exclusión;Demisexual;N
1126;M;V;49;Universitaria;Incompleta;Guanacaste;Republicano Social Cristiano;Homosexual;N
1127;F;C;59;Universitaria;Incompleta;Limón;Liberación Nacional;Homosexual;N
1128;M;U;25;Primaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Homosexual;S
1129;F;U;29;Secundaria;Incompleta;Heredia;Liberación Nacional;Demisexual;N
1130;F;C;29;Primaria;Completa;San José;Republicano Social Cristiano;Graysexual;S
1131;F;C;44;No;Aplica;Guanacaste;Republicano Social Cristiano;Asexual;S
1132;M;C;35;Educación;Técnica;Heredia;Liberación Nacional;Homosexual;S
1133;M;S;51;Primaria;Completa;Guanacaste;Partido Integración Nacional;Demisexual;N
1134;M;U;25;Primaria;Incompleta;Guanacaste;Frente Amplio;Homosexual;N
1135;M;S;28;Universitaria;Incompleta;Heredia;Partido Integración Nacional;Asexual;S
1136;F;C;59;Educación;Técnica;Alajuela;Partido Integración Nacional;Graysexual;N
1137;M;C;57;Universitaria;Completa;San José;Republicano Social Cristiano;Bisexual;S
1138;F;S;33;Secundaria;Completa;Cartago;Movimiento Libertario;Hetrosexual;S
1139;F;V;36;Universitaria;Completa;Alajuela;Movimiento Libertario;Homosexual;N
1140;M;C;52;Primaria;Completa;Cartago;Republicano Social Cristiano;Demisexual;N
1141;F;D;44;Primaria;Incompleta;Cartago;Unidad Social Cristiana;Asexual;N
1142;M;S;43;Universitaria;Completa;Guanacaste;Frente Amplio;Homosexual;N
1143;F;C;36;No;Aplica;Alajuela;Republicano Social Cristiano;Hetrosexual;N
1144;F;S;51;No;Aplica;Cartago;Republicano Social Cristiano;Homosexual;S
1145;F;D;33;Universitaria;Completa;Heredia;Acción Ciudadana;Hetrosexual;S
1146;F;U;46;No;Aplica;Limón;Partido Integración Nacional;Hetrosexual;N
1147;F;C;45;Universitaria;Completa;San José;Renovación Costarricense;Hetrosexual;N
1148;F;S;21;Primaria;Incompleta;Alajuela;Frente Amplio;Metrosexual;S
1149;F;D;35;Secundaria;Incompleta;Cartago;Frente Amplio;Homosexual;S
1150;F;U;19;Educación;Técnica;Cartago;Renovación Costarricense;Metrosexual;N
1151;F;V;62;Universitaria;Completa;San José;Liberación Nacional;Homosexual;S
1152;F;C;42;Universitaria;Incompleta;Puntarenas;Unidad Social Cristiana;Antrosexual;S
1153;M;D;37;Universitaria;Incompleta;Limón;Unidad Social Cristiana;Homosexual;N
1154;F;V;45;Primaria;Completa;Heredia;Accesibilidad sin Exclusión;Graysexual;N
1155;F;V;30;Secundaria;Completa;Cartago;Partido Integración Nacional;Metrosexual;N
1156;F;C;45;Primaria;Completa;Guanacaste;Movimiento Libertario;Antrosexual;N
1157;M;C;59;Universitaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Demisexual;S
1158;M;C;20;Universitaria;Completa;Limón;Liberación Nacional;Homosexual;N
1159;F;C;59;Educación;Técnica;Limón;Acción Ciudadana;Metrosexual;S
1160;M;D;33;Primaria;Completa;Limón;Acción Ciudadana;Demisexual;S
1161;M;C;54;Universitaria;Completa;Cartago;Liberación Nacional;Transexual;S
1162;F;U;50;Educación;Técnica;San José;Frente Amplio;Asexual;S
1163;F;S;27;Universitaria;Completa;Guanacaste;Frente Amplio;Asexual;N
1164;F;D;49;Secundaria;Incompleta;San José;Movimiento Libertario;Demisexual;N
1165;M;V;30;Primaria;Completa;Alajuela;Renovación Costarricense;Antrosexual;N
1166;F;C;62;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Demisexual;S
1167;M;C;20;No;Aplica;Puntarenas;Renovación Costarricense;Asexual;N
1168;M;C;46;Primaria;Completa;Limón;Republicano Social Cristiano;Transexual;S
1169;M;S;25;Universitaria;Incompleta;Limón;Acción Ciudadana;Pansexual;N
1170;M;V;58;Primaria;Completa;Heredia;Unidad Social Cristiana;Graysexual;N
1171;F;V;64;Primaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Metrosexual;S
1172;F;U;44;No;Aplica;Guanacaste;Acción Ciudadana;Graysexual;S
1173;F;S;53;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Hetrosexual;N
1174;M;C;19;Universitaria;Completa;Puntarenas;Republicano Social Cristiano;Pansexual;S
1175;F;U;30;Primaria;Incompleta;San José;Accesibilidad sin Exclusión;Asexual;N
1176;F;U;45;Primaria;Completa;Limón;Partido Integración Nacional;Graysexual;N
1177;F;S;43;Primaria;Completa;Guanacaste;Republicano Social Cristiano;Pansexual;S
1178;F;S;31;Universitaria;Incompleta;San José;Renovación Costarricense;Hetrosexual;S
1179;M;V;39;Universitaria;Incompleta;Limón;Unidad Social Cristiana;Metrosexual;S
1180;F;S;38;No;Aplica;San José;Accesibilidad sin Exclusión;Asexual;N
1181;M;D;47;Universitaria;Completa;Heredia;Partido Integración Nacional;Antrosexual;S
1182;M;U;19;Universitaria;Completa;Puntarenas;Partido Integración Nacional;Hetrosexual;S
1183;M;C;37;Universitaria;Incompleta;Guanacaste;Unidad Social Cristiana;Bisexual;S
1184;M;C;40;Universitaria;Completa;San José;Unidad Social Cristiana;Metrosexual;S
1185;M;V;57;Universitaria;Incompleta;Limón;Renovación Costarricense;Metrosexual;N
1186;F;S;18;Educación;Técnica;Limón;Renovación Costarricense;Hetrosexual;S
1187;F;S;33;Secundaria;Completa;Heredia;Republicano Social Cristiano;Antrosexual;S
1188;F;S;49;Educación;Técnica;Puntarenas;Frente Amplio;Hetrosexual;S
1189;M;D;29;Primaria;Incompleta;Heredia;Accesibilidad sin Exclusión;Homosexual;S
1190;F;V;26;Secundaria;Incompleta;Alajuela;Renovación Costarricense;Hetrosexual;N
1191;F;D;32;Educación;Técnica;Heredia;Acción Ciudadana;Hetrosexual;S
1192;F;V;35;Universitaria;Completa;San José;Renovación Costarricense;Metrosexual;N
1193;F;D;58;Universitaria;Incompleta;Limón;Partido Integración Nacional;Transexual;N
1194;M;V;62;No;Aplica;Cartago;Acción Ciudadana;Hetrosexual;S
1195;F;U;23;Secundaria;Completa;Puntarenas;Frente Amplio;Hetrosexual;N
1196;M;C;45;Secundaria;Completa;Heredia;Partido Integración Nacional;Hetrosexual;N
1197;M;C;27;Educación;Técnica;San José;Renovación Costarricense;Metrosexual;N
1198;M;C;49;Universitaria;Completa;Guanacaste;Frente Amplio;Bisexual;S
1199;M;D;44;No;Aplica;Cartago;Renovación Costarricense;Hetrosexual;S
1200;M;V;27;Universitaria;Completa;Heredia;Renovación Costarricense;Antrosexual;S
1201;M;V;24;Primaria;Incompleta;Alajuela;Accesibilidad sin Exclusión;Asexual;N
1202;M;C;30;Primaria;Incompleta;Alajuela;Renovación Costarricense;Antrosexual;S
1203;M;U;43;Primaria;Completa;San José;Accesibilidad sin Exclusión;Pansexual;S
1204;F;U;40;Primaria;Incompleta;Cartago;Liberación Nacional;Antrosexual;S
1205;F;D;26;Secundaria;Incompleta;Heredia;Partido Integración Nacional;Graysexual;N
1206;M;S;40;Secundaria;Completa;Limón;Accesibilidad sin Exclusión;Hetrosexual;N
1207;M;S;46;Primaria;Completa;Limón;Accesibilidad sin Exclusión;Demisexual;S
1208;F;U;63;Secundaria;Incompleta;Guanacaste;Unidad Social Cristiana;Metrosexual;N
1209;M;C;34;Secundaria;Completa;Guanacaste;Unidad Social Cristiana;Homosexual;S
1210;F;C;41;Universitaria;Incompleta;Puntarenas;Accesibilidad sin Exclusión;Metrosexual;S
1211;F;D;33;Secundaria;Incompleta;Heredia;Partido Integración Nacional;Metrosexual;S
1212;F;D;24;Primaria;Incompleta;Guanacaste;Renovación Costarricense;Transexual;N
1213;F;D;24;Primaria;Completa;Alajuela;Unidad Social Cristiana;Demisexual;S
1214;F;V;20;Secundaria;Incompleta;Heredia;Republicano Social Cristiano;Homosexual;N
1215;F;U;60;No;Aplica;Alajuela;Frente Amplio;Bisexual;S
1216;M;U;20;Secundaria;Completa;Limón;Acción Ciudadana;Transexual;S
1217;F;D;33;Universitaria;Completa;San José;Accesibilidad sin Exclusión;Pansexual;S
1218;M;V;41;Primaria;Incompleta;Cartago;Acción Ciudadana;Pansexual;N
1219;M;S;51;Primaria;Completa;Heredia;Movimiento Libertario;Pansexual;N
1220;F;U;48;Secundaria;Completa;Guanacaste;Frente Amplio;Demisexual;N
1221;F;C;44;No;Aplica;Alajuela;Republicano Social Cristiano;Pansexual;N
1222;M;U;49;Universitaria;Incompleta;San José;Movimiento Libertario;Asexual;N
1223;M;D;63;Primaria;Completa;Heredia;Unidad Social Cristiana;Pansexual;N
1224;F;D;32;Secundaria;Incompleta;Cartago;Liberación Nacional;Transexual;S
1225;F;C;37;No;Aplica;Heredia;Partido Integración Nacional;Hetrosexual;S
1226;M;D;37;Secundaria;Completa;San José;Acción Ciudadana;Antrosexual;N
1227;F;S;44;Secundaria;Completa;Heredia;Republicano Social Cristiano;Bisexual;S
1228;F;U;33;Universitaria;Incompleta;Limón;Frente Amplio;Metrosexual;S
1229;M;S;33;Universitaria;Incompleta;Heredia;Republicano Social Cristiano;Bisexual;N
1230;F;V;59;Universitaria;Completa;Alajuela;Movimiento Libertario;Transexual;S
1231;F;C;36;Primaria;Completa;Cartago;Republicano Social Cristiano;Hetrosexual;N
1232;F;C;64;Secundaria;Completa;Cartago;Partido Integración Nacional;Transexual;N
1233;M;S;30;Universitaria;Completa;San José;Liberación Nacional;Antrosexual;N
1234;M;V;21;Primaria;Completa;Alajuela;Frente Amplio;Asexual;S
1235;M;S;37;Primaria;Completa;Limón;Movimiento Libertario;Homosexual;N
1236;M;D;54;Primaria;Incompleta;San José;Acción Ciudadana;Graysexual;S
1237;M;S;26;Primaria;Completa;San José;Movimiento Libertario;Antrosexual;N
1238;F;U;27;Universitaria;Completa;Guanacaste;Republicano Social Cristiano;Demisexual;S
1239;M;C;18;Primaria;Completa;Limón;Partido Integración Nacional;Metrosexual;N
1240;M;C;27;Universitaria;Completa;Cartago;Partido Integración Nacional;Transexual;S
1241;M;S;64;Primaria;Completa;Guanacaste;Acción Ciudadana;Homosexual;S
1242;M;S;18;No;Aplica;San José;Republicano Social Cristiano;Hetrosexual;N
1243;F;U;28;Secundaria;Completa;Puntarenas;Accesibilidad sin Exclusión;Transexual;N
1244;M;U;48;Secundaria;Incompleta;San José;Republicano Social Cristiano;Hetrosexual;N
1245;F;V;48;Secundaria;Incompleta;Guanacaste;Movimiento Libertario;Metrosexual;N
1246;F;U;50;Universitaria;Completa;Guanacaste;Partido Integración Nacional;Antrosexual;S
1247;M;U;23;Secundaria;Incompleta;San José;Acción Ciudadana;Transexual;S
1248;M;C;46;Universitaria;Completa;San José;Liberación Nacional;Homosexual;N
1249;M;D;58;Educación;Técnica;San José;Liberación Nacional;Graysexual;S
1250;F;V;25;No;Aplica;Limón;Unidad Social Cristiana;Metrosexual;N
1251;M;C;38;Educación;Técnica;Puntarenas;Unidad Social Cristiana;Graysexual;N
1252;M;D;56;No;Aplica;Limón;Partido Integración Nacional;Antrosexual;N
1253;M;D;50;Secundaria;Completa;Cartago;Republicano Social Cristiano;Homosexual;N
1254;M;S;31;Secundaria;Incompleta;Puntarenas;Acción Ciudadana;Asexual;N
1255;F;D;55;Secundaria;Incompleta;Guanacaste;Unidad Social Cristiana;Graysexual;N
1256;F;U;22;Universitaria;Completa;Cartago;Unidad Social Cristiana;Antrosexual;N
1257;F;V;32;Secundaria;Incompleta;Puntarenas;Renovación Costarricense;Homosexual;N
1258;M;S;40;Primaria;Incompleta;Heredia;Republicano Social Cristiano;Bisexual;S
1259;F;U;43;Educación;Técnica;Alajuela;Liberación Nacional;Pansexual;S
1260;F;U;47;Educación;Técnica;Limón;Renovación Costarricense;Graysexual;N
1261;F;C;27;Primaria;Completa;San José;Renovación Costarricense;Pansexual;S
1262;F;U;23;No;Aplica;Limón;Movimiento Libertario;Graysexual;S
1263;M;U;53;Primaria;Incompleta;San José;Movimiento Libertario;Homosexual;S
1264;F;D;55;Primaria;Incompleta;Guanacaste;Republicano Social Cristiano;Graysexual;S
1265;F;U;22;Universitaria;Completa;Puntarenas;Frente Amplio;Pansexual;S
1266;F;U;23;Primaria;Incompleta;Limón;Liberación Nacional;Homosexual;S
1267;M;U;21;Primaria;Incompleta;Limón;Acción Ciudadana;Bisexual;S
1268;M;C;39;Secundaria;Incompleta;Puntarenas;Movimiento Libertario;Demisexual;S
1269;M;V;24;Universitaria;Completa;Limón;Republicano Social Cristiano;Homosexual;S
1270;F;S;32;Primaria;Completa;Cartago;Liberación Nacional;Hetrosexual;N
1271;M;V;50;Universitaria;Completa;Cartago;Accesibilidad sin Exclusión;Hetrosexual;S
1272;F;S;18;Primaria;Incompleta;Puntarenas;Acción Ciudadana;Hetrosexual;N
1273;F;D;62;Universitaria;Completa;San José;Frente Amplio;Pansexual;S
1274;F;D;24;Universitaria;Incompleta;Guanacaste;Renovación Costarricense;Graysexual;N
1275;F;U;56;Universitaria;Incompleta;Heredia;Acción Ciudadana;Metrosexual;N
1276;M;U;33;Universitaria;Incompleta;Puntarenas;Liberación Nacional;Antrosexual;N
1277;F;D;41;Secundaria;Incompleta;Heredia;Acción Ciudadana;Demisexual;N
1278;F;U;32;Primaria;Completa;Alajuela;Accesibilidad sin Exclusión;Transexual;N
1279;M;S;51;No;Aplica;San José;Accesibilidad sin Exclusión;Demisexual;S
1280;F;D;44;No;Aplica;Heredia;Frente Amplio;Transexual;N
1281;F;C;29;Primaria;Incompleta;San José;Accesibilidad sin Exclusión;Hetrosexual;S
1282;F;V;21;Universitaria;Incompleta;San José;Republicano Social Cristiano;Transexual;N
1283;M;D;39;Primaria;Completa;San José;Republicano Social Cristiano;Bisexual;S
1284;M;V;44;Educación;Técnica;Limón;Unidad Social Cristiana;Antrosexual;S
1285;M;S;33;No;Aplica;Puntarenas;Accesibilidad sin Exclusión;Asexual;N
1286;F;C;46;Secundaria;Completa;Heredia;Frente Amplio;Metrosexual;S
1287;F;D;24;Secundaria;Incompleta;Alajuela;Frente Amplio;Bisexual;S
1288;F;V;59;Secundaria;Completa;Cartago;Renovación Costarricense;Demisexual;S
1289;M;U;21;No;Aplica;San José;Acción Ciudadana;Metrosexual;S
1290;M;V;53;Secundaria;Incompleta;Alajuela;Frente Amplio;Bisexual;N
1291;F;V;50;Universitaria;Incompleta;Alajuela;Acción Ciudadana;Hetrosexual;N
1292;F;S;54;Universitaria;Incompleta;San José;Republicano Social Cristiano;Demisexual;S
1293;M;S;54;Primaria;Completa;Heredia;Unidad Social Cristiana;Metrosexual;S
1294;M;U;57;Secundaria;Completa;Limón;Unidad Social Cristiana;Asexual;S
1295;M;D;37;Educación;Técnica;Guanacaste;Partido Integración Nacional;Homosexual;N
1296;F;U;27;Secundaria;Completa;Heredia;Republicano Social Cristiano;Hetrosexual;N
1297;M;D;54;No;Aplica;San José;Frente Amplio;Demisexual;N
1298;M;S;58;Educación;Técnica;Guanacaste;Republicano Social Cristiano;Graysexual;S
1299;F;S;39;Universitaria;Incompleta;San José;Acción Ciudadana;Bisexual;S
1300;M;C;39;Universitaria;Incompleta;Cartago;Acción Ciudadana;Graysexual;S
1301;M;U;46;No;Aplica;Limón;Acción Ciudadana;Demisexual;N
1302;F;S;37;Primaria;Incompleta;San José;Partido Integración Nacional;Demisexual;N
1303;M;V;24;Universitaria;Incompleta;Heredia;Liberación Nacional;Graysexual;N
1304;M;C;47;Universitaria;Incompleta;Cartago;Frente Amplio;Asexual;S
1305;M;C;28;Secundaria;Incompleta;Cartago;Unidad Social Cristiana;Asexual;N
1306;F;U;29;Secundaria;Incompleta;Alajuela;Partido Integración Nacional;Pansexual;N
1307;M;S;38;Secundaria;Incompleta;Heredia;Unidad Social Cristiana;Hetrosexual;N
1308;F;D;59;No;Aplica;Guanacaste;Acción Ciudadana;Hetrosexual;S
1309;F;U;43;Universitaria;Completa;Heredia;Frente Amplio;Antrosexual;S
1310;M;S;51;Universitaria;Completa;Limón;Frente Amplio;Demisexual;S
